"('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_g ', 'Nivel')","('P4_d_1 ', 'SQL')","('P4_d_2 ', 'R ')","('P4_d_3 ', 'Python')","('P4_d_4 ', 'C/C++/C#')","('P4_d_5 ', '.NET')","('P4_d_6 ', 'Java')","('P4_d_7 ', 'Julia')","('P4_d_8 ', 'SAS/Stata')","('P4_d_9 ', 'Visual Basic/VBA')","('P4_d_10 ', 'Scala')","('P4_d_11 ', 'Matlab')","('P4_d_12 ', 'Rust')","('P4_d_13 ', 'PHP')","('P4_d_14 ', 'JavaScript')","('P4_d_15 ', 'Não utilizo nenhuma linguagem')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P2_b ', 'Setor')","('P1_i_1 ', 'uf onde mora')","('P2_f ', 'Cargo Atual')","('P4_e ', 'Entre as linguagens listadas abaixo, qual é a que você mais utiliza no trabalho?')","('P2_o_1 ', 'Remuneração/Salário')","('P2_o_2 ', 'Benefícios')","('P2_o_3 ', 'Propósito do trabalho e da empresa')","('P2_o_4 ', 'Flexibilidade de trabalho remoto')","('P2_o_5 ', 'Ambiente e clima de trabalho')","('P2_o_6 ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_7 ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_8 ', 'Maturidade da empresa em termos de tecnologia e dados')","('P2_o_9 ', 'Qualidade dos gestores e líderes')","('P2_o_10 ', 'Reputação que a empresa tem no mercado')"
Pós-graduação,Outra opção,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Setor Alimentício,SP,Analista de Dados/Data Analyst,SQL,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Telecomunicação,RJ,Analista de Dados/Data Analyst,SQL,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,,Cientista de Dados/Data Scientist,Python,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,MG,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Preta,Área de Consultoria,CE,Cientista de Dados/Data Scientist,Python,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,,,,,,,,,,,,,,,,Masculino,Parda,Tecnologia/Fábrica de Software,RS,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Outra opção,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Varejo,MG,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Estudante de Graduação,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Júnior,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Outra Opção,SP,Analista de Negócios/Business Analyst,Python,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Outra Opção,ES,Analista de BI/BI Analyst,SQL,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SP,Analista de Negócios/Business Analyst,SQL,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Área de Consultoria,RJ,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Masculino,Parda,Área de Consultoria,ES,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Área da Saúde,PR,Analista de BI/BI Analyst,SQL,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 6 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Varejo,SP,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,SP,Cientista de Dados/Data Scientist,Python,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Setor Automotivo,ES,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado,Outras Engenharias,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,MG,Cientista de Dados/Data Scientist,Python,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Público,PR,Analista de Suporte/Analista Técnico,Python,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,,,,,,,,,,,,,,,,Masculino,Parda,Finanças ou Bancos,SP,,,,,,,,,,,,
Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Tecnologia/Fábrica de Software,RJ,Cientista de Dados/Data Scientist,Python,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Menos de R$ 1.000/mês,Menos de 1 ano,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Área de Consultoria,RS,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,,,,,,,,,,,,,,,,Masculino,Parda,Tecnologia/Fábrica de Software,CE,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Finanças ou Bancos,SP,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Agronegócios,SC,Analista de BI/BI Analyst,SQL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Agronegócios,PR,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Setor Alimentício,SP,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Acima de R$ 40.001/mês,de 5 a 6 anos,Sênior,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Masculino,Branca,Finanças ou Bancos,SC,Cientista de Dados/Data Scientist,Python,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Indústria,MG,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Telecomunicação,SP,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Indústria,PR,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Finanças ou Bancos,GO,Analista de BI/BI Analyst,SQL,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Varejo,CE,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Pós-graduação,Outra opção,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Outra Opção,SP,Analista de BI/BI Analyst,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 2.001/mês a R$ 3.000/mês,de 7 a 10 anos,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feminino,Branca,Educação,MG,Analista de Negócios/Business Analyst,Não utilizo nenhuma das linguagens listadas,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Área da Saúde,SP,Analista de BI/BI Analyst,SQL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,,,,,,,,,,,,,,,,,Feminino,Parda,Área da Saúde,MG,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Júnior,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Python,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Júnior,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feminino,Branca,Tecnologia/Fábrica de Software,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Python,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Área de Consultoria,SP,Analista de Dados/Data Analyst,R,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Indústria,PR,Analista de Negócios/Business Analyst,SQL,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Área da Saúde,PE,Analista de Dados/Data Analyst,SQL,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Outra Opção,ES,Analista de Dados/Data Analyst,R,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prefiro não informar,Prefiro não informar,Varejo,,Cientista de Dados/Data Scientist,Python,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Outra opção,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Educação,SP,Analista de Negócios/Business Analyst,SQL,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,SP,Cientista de Dados/Data Scientist,SQL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feminino,Parda,Área da Saúde,SP,Analista de Dados/Data Analyst,Não utilizo nenhuma das linguagens listadas,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,SP,Cientista de Dados/Data Scientist,Python,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Indústria,SP,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Varejo,SP,Analista de BI/BI Analyst,Não utilizo nenhuma das linguagens listadas,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Outra Opção,MA,Analista de BI/BI Analyst,SQL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Amarela,Área de Consultoria,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,,,,,,,,,,,,,,,,Masculino,Parda,Internet/Ecommerce,PB,Analytics Engineer,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Automotivo,MS,Analista de BI/BI Analyst,SQL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,,,,,,,,,,,,,,,,Masculino,Branca,Outra Opção,MG,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,,,,,,,,,,,
Graduação/Bacharelado,Outras Engenharias,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,SP,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outra opção,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Tecnologia/Fábrica de Software,SP,Analista de Negócios/Business Analyst,SQL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Preta,Finanças ou Bancos,SP,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),SQL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Educação,SP,Analista de BI/BI Analyst,SQL,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,PE,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Python,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 25.001/mês a R$ 30.000/mês,de 1 a 2 anos,Sênior,,,,,,,,,,,,,,,,Masculino,Amarela,Setor Público,SP,Cientista de Dados/Data Scientist,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Entretenimento ou Esportes,CE,Analista de BI/BI Analyst,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Imobiliário/ Construção Civil,SP,Analista de BI/BI Analyst,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 16.001/mês a R$ 20.000/mês,Não tenho experiência na área de dados,,,,,,,,,,,,,,,,,Masculino,Branca,Varejo,SP,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Outra Opção,SP,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Não tenho graduação formal,,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Finanças ou Bancos,SP,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Telecomunicação,PE,Cientista de Dados/Data Scientist,R,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,SP,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
